 母公司	 最終母公司	 NPI/PI	 DRSK'		 產品代碼	 發行人	 證券名稱	 幣別	" 參考賣出價
"		" 參考買入價
"	 前手息	 1日價格變動	 利差	 指標	 五日價格變動			 參考買回殖利率	 參考到期殖利率	" 距買
回年"	" 距到
期年"	 穆迪	 穆迪評價日	 標普	 標普評價日	 惠譽	 惠譽評價日	 票息	 配息頻率	 下一配息日	" 票息
Type"	" 浮動
SPREAD"	" 發行日
Issue Date"	 下一買回日	 到期日	" Bullet/
Callable"	 償債順位	 最小單位	 涉險國家	 行業	 產業	 PERPETUAL	" COCO
SECURITY"	" BASEL
III"	" COCO
ACTION"	" COCO
TRIGGER"	" TRIGGER
LEVEL"	" TRIGGER
TYPE"	 WRITE_DOWN_TYPE	" 美國
所得"	 國家	" OBU之
PI /NPI"	 上季風險	 風險等級	 風險變動	" OBU之
PI /NPI"	 風險等級	 outstanding (MM)	 償債順位
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS2262853265	 沙烏地阿拉伯國家石油公司	ARAMCO 2 1/4 11/24/30	USD	83.1 		88.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.038 	62 	T 4 1/4 02/28/29	(0.52)			4.33 	4.25 	6.4 	6.7 	A1	2021/11/10		#VALUE!	A+	2023/4/13	2.25	2	2024/5/24	FIXED		2020/11/17	2030/8/24	2030/11/24	C	Sr Unsecured	200000	SA	Oil&Gas	Energy	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US6174468G77	 摩根士丹利	MS 4.431 01/23/30	USD	95.99263763		100.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.188 						4.22 	4.25 	4.8 	5.8 	A1	2021/1/27	A-	2022/5/17	A+	2022/11/4	4.431	2	2024/7/23	VARIABLE	188.961	2019/1/17	2029/1/23	2030/1/23	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US912810TQ13	 美國國庫債券	T 3 7/8 02/15/43	USD	90.6 		95.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.398 	(2)	T 4 1/2 02/15/44	(1.24)				4.25 		18.9 	Aaa	2023/2/28		#VALUE!	AA+u	2023/8/1	3.875	2	2024/8/15	FIXED				2043/2/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  43,560 	 優先無擔保
				 [NEW-LINE]	 US17308CC539	 花旗集團	C 2.976 11/05/30	USD	87.76383209		92.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.168 						4.45 	4.24 	5.6 	6.6 	A3	2019/10/31	BBB+	2019/10/30	A	2019/10/30	2.976	2	2024/5/5	VARIABLE	142.2	2019/10/28	2029/11/5	2030/11/5	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
				 [NEW-LINE]	 US912810TM09	 美國國庫債券	T 4 11/15/42	USD	92.4 		97.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.352 	(3)	T 4 1/2 02/15/44	(1.25)				4.24 		18.7 	Aaa	2022/11/28		#VALUE!	AA+u	2023/8/1	4	2	2024/5/15	FIXED				2042/11/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  40,605 	 優先無擔保
				 [NEW-LINE]	 US09659X2U58	 法國巴黎銀行有限責任公司	BNP 5 1/8 01/13/29	USD	98.89266968		103.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.165 						4.03 	4.24 	3.8 	4.8 	Aa3	2023/1/11	A+	2023/1/10	AA-	2023/1/11	5.125	2	2024/7/13	VARIABLE	145	2023/1/9	2028/1/13	2029/1/13	C	Sr Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	穩健型	  1,750 	 優先無擔保
				 [NEW-LINE]	 US09659X2U58	 法國巴黎銀行有限責任公司	BNP 5 1/8 01/13/29	USD	98.89266968		103.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.165 						4.03 	4.24 	3.8 	4.8 	Aa3	2023/1/11	A+	2023/1/10	AA-	2023/1/11	5.125	2	2024/7/13	VARIABLE	145	2023/1/9	2028/1/13	2029/1/13	C	Sr Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	穩健型	  1,750 	 優先無擔保
				 [NEW-LINE]	 US09659X2U58	 法國巴黎銀行有限責任公司	BNP 5 1/8 01/13/29	USD	98.89266968		103.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.165 						4.03 	4.24 	3.8 	4.8 	Aa3	2023/1/11	A+	2023/1/10	AA-	2023/1/11	5.125	2	2024/7/13	VARIABLE	145	2023/1/9	2028/1/13	2029/1/13	C	Sr Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	NPI	穩健型	  1,750 	 優先無擔保
				 [NEW-LINE]	 US606822CY81	 三菱UFJ金融集團公司	MUFG 5.242 04/19/29	USD	99.68177795		104.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.209 						4.01 	4.23 	4.1 	5.1 	A1	2023/4/12	A-	2023/4/11	A-	2023/4/11	5.242	2	2024/4/19	VARIABLE	170	2023/4/11	2028/4/19	2029/4/19	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  700 	 優先無擔保
				 [NEW-LINE]	 US912810TK43	 美國國庫債券	T 3 3/8 08/15/42	USD	84.5 		89.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.328 	(1)	T 4 1/2 02/15/44	(1.27)				4.23 		18.4 	Aaa	2022/8/26		#VALUE!	AA+u	2023/8/1	3.375	2	2024/8/15	FIXED				2042/8/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  40,940 	 優先無擔保
				 [NEW-LINE]	 USU9273ADM46	 福斯集團(美國)金融	VW 4.6 06/08/29	USD	96.538		101.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.263 	69 	T 4 1/4 02/28/29	(0.85)			4.22 	4.23 	5.1 	5.2 	A3	2022/6/7	BBB+	2022/6/1	A-	2024/1/30	4.6	2	2024/6/8	FIXED		2022/5/31	2029/4/8	2029/6/8	C	Sr Unsecured	200000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
				 [NEW-LINE]	 US55608KAK16	 麥格理集團有限公司	MQGAU 3.763 11/28/28	USD	93.046		98.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.163 						4.34 	4.23 	3.7 	4.7 	A1	2024/3/6	BBB+	2019/12/11	A	2022/10/10	3.763	2	2024/5/28	VARIABLE	163.361	2017/11/20	2027/11/28	2028/11/28	C	Sr Unsecured	2000	AU	Banks	Financial	N									AU	NPI	穩健型	保守型	Y	NPI	穩健型	  750 	 優先無擔保
				 [NEW-LINE]	 US61747YFA82	 摩根士丹利	MS 5.123 02/01/29	USD	98.9883728		103.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.281 						4.01 	4.22 	3.9 	4.9 	A1	2023/1/18	A-	2023/1/18	A+	2023/1/19	5.123	2	2024/8/1	VARIABLE	173	2023/1/17	2028/2/1	2029/2/1	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US06738EAU91	 巴克萊集團	BACR 4.337 01/10/28	USD	95.51756287		100.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.137 						4.18 	4.22 	2.8 	3.8 	Baa1	2023/3/10	BBB+	2023/5/19	A	2020/10/12	4.337	2	2024/7/10	FIXED		2017/1/3	2027/1/10	2028/1/10	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS2159975700	 Saudi Government Internation	KSA 3 1/4 10/22/30	USD	89.5 		94.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.040 	57 	T 4 1/4 02/28/29	(0.66)				4.22 		6.6 	A1	2020/4/16		#VALUE!	A+	2023/4/5	3.25	2	2024/4/22	FIXED		2020/4/15		2030/10/22	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  1,500 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US912810TL26	 美國國庫債券	T 4 11/15/52	USD	91.9 		96.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.227 	(1)	T 4 1/4 02/15/54	(1.66)				4.21 		28.7 	Aaa	2022/12/28		#VALUE!	AA+u	2023/8/1	4	2	2024/5/15	FIXED				2052/11/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  64,340 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US912810SJ88	 美國國庫債券	T 2 1/4 08/15/49	USD	65.0 		69.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.172 	6 	T 4 1/4 02/15/54	(1.61)				4.21 		25.4 	Aaa	2019/8/14		#VALUE!	AA+u	2023/8/1	2.25	2	2024/8/15	FIXED				2049/8/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  63,396 	 優先無擔保
				 [NEW-LINE]	 US09659X2F81	 法國巴黎銀行有限責任公司	BNP 4.4 08/14/28	USD	95.898		100.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.188 							4.20 		4.4 	Baa1	2022/7/5	A-	2018/8/8	A+	2020/10/12	4.4	2	2024/8/14	FIXED		2018/8/7		2028/8/14	B	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 主順位非優先受償無擔保
				 [NEW-LINE]	 US09659X2F81	 法國巴黎銀行有限責任公司	BNP 4.4 08/14/28	USD	95.898		100.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.188 							4.20 		4.4 	Baa1	2022/7/5	A-	2018/8/8	A+	2020/10/12	4.4	2	2024/8/14	FIXED		2018/8/7		2028/8/14	B	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	積極型	  2,000 	 主順位非優先受償無擔保
	Prudential Financial Inc	PI	 	 [NEW-LINE]	 US744320BH48	 保德信金融	PRU 3.7 10/01/50	USD	86.40328979		92.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.065 	161 	T 4 1/4 02/28/29	0.36 			5.20 	4.20 	6.3 	26.5 	Baa1	2020/8/18	BBB+	2024/2/16	BBB	2020/8/19	3.7	2	2024/4/1	VARIABLE	303.5	2020/8/18	2030/7/1	2050/10/1	C	Jr Subordinated	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	PI	積極型	  800 	 低級次順位
				 [NEW-LINE]	 US872898AC52	 TSMC Arizona Corp	TAISEM 2 1/2 10/25/31	USD	84.12647247		89.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.255 	49 	T 4 02/15/34	(0.75)			4.25 	4.20 	7.3 	7.6 	Aa3	2021/10/19	AA-	2021/10/18		#VALUE!	2.5	2	2024/4/25	FIXED		2021/10/20	2031/7/25	2031/10/25	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US404280DF39	 匯豐控股有限公司	HSBC 4.755 06/09/28	USD	97.29763031		102.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.219 						4.04 	4.19 	3.2 	4.2 	A3	2022/6/23	A-	2022/6/1	A+	2022/9/23	4.755	2	2024/6/9	VARIABLE	211	2022/5/31	2027/6/9	2028/6/9	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
				 [NEW-LINE]	 USH42097DB00	 瑞銀集團公司	UBS 4.751 05/12/28	USD	96.971		102.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.126 						4.03 	4.19 	3.1 	4.1 	A3	2023/11/17	A-	2022/5/3	A	2023/6/12	4.751	2	2024/5/12	VARIABLE	175	2022/5/3	2027/5/12	2028/5/12	C	Sr Unsecured	200000	CH	Banks	Financial	N									SZ	NPI	穩健型	保守型	Y	0	積極型	  1,200 	 優先無擔保
				 [NEW-LINE]	 USH42097DB00	 瑞銀集團公司	UBS 4.751 05/12/28	USD	96.971		102.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.126 						4.03 	4.19 	3.1 	4.1 	A3	2023/11/17	A-	2022/5/3	A	2023/6/12	4.751	2	2024/5/12	VARIABLE	175	2022/5/3	2027/5/12	2028/5/12	C	Sr Unsecured	200000	CH	Banks	Financial	N									SZ	NPI	穩健型	保守型	Y	NPI	積極型	  1,200 	 優先無擔保
				 [NEW-LINE]	 US172967KU42	 花旗集團	C 4 1/8 07/25/28	USD	94.84748077		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.145 							4.18 			Baa2	2019/2/21	BBB	2016/7/22	BBB+	2020/4/22	4.125	2	2024/7/25	FIXED		2016/7/18		2028/7/25	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	PI	積極型	  2,100 	 次順位
				 [NEW-LINE]	 US06051GHM42	 美國銀行	BAC 4.271 07/23/29	USD	95.54867554		100.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.186 						4.15 	4.17 	4.3 	5.3 	A1	2023/5/3	A-	2018/7/19	AA-	2021/6/7	4.271	2	2024/7/23	VARIABLE	157.161	2018/7/18	2028/7/23	2029/7/23	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
	Amazon.com Inc	NPI	 	 [NEW-LINE]	 US023135CR56	 亞馬遜公司	AMZN 4.7 12/01/32	USD	98.93722534		103.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.204 	35 	T 4 02/15/34	(0.63)			4.14 	4.16 	8.5 	8.7 	A1	2022/11/29	AA	2022/11/29	AA-	2022/11/29	4.7	2	2024/6/1	FIXED		2022/11/29	2032/9/1	2032/12/1	C	Sr Unsecured	2000	US	Internet	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  2,250 	 優先無擔保
				 [NEW-LINE]	 US912810TA60	 美國國庫債券	T 1 3/4 08/15/41	USD	65.8 		70.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.273 	(4)	T 4 1/2 02/15/44	(1.37)				4.15 		17.4 	Aaa	2022/6/24		#VALUE!	AA+u	2023/8/1	1.75	2	2024/8/15	FIXED				2041/8/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  83,723 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833BW97	 蘋果公司	AAPL 4 1/2 02/23/36	USD	98.055		103.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.235 	23 	T 4 02/15/34	(0.93)			4.14 	4.15 	11.4 	11.9 	Aaa	2021/12/21	AA+	2016/2/16		#VALUE!	4.5	2	2024/8/23	FIXED		2016/2/16	2035/8/23	2036/2/23	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,250 	 優先無擔保
				 [NEW-LINE]	 USG91139AH14	 TSMC全球有限公司	TAISEM 2 1/4 04/23/31	USD	83.56298828		88.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.239 	48 	T 4 02/15/34	(0.61)			4.21 	4.15 	6.8 	7.1 	Aa3	2021/4/19	AA-	2021/4/18		#VALUE!	2.25	2	2024/4/23	FIXED		2021/4/20	2031/1/23	2031/4/23	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N									VS	NPI	穩健型	保守型	Y	NPI	保守型	  1,500 	 優先無擔保
				 [NEW-LINE]	 US06051GHV41	 美國銀行	BAC 3.194 07/23/30	USD	89.72543335		94.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.243 						4.30 	4.14 	5.3 	6.3 	A1	2023/5/3	A-	2019/7/19	AA-	2021/6/7	3.194	2	2024/7/23	VARIABLE	144.161	2019/7/18	2029/7/23	2030/7/23	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US06051GJF72	 美國銀行	BAC 1.898 07/23/31	USD	80.909935		86.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.219 						4.47 	4.14 	6.3 	7.3 	A1	2023/5/3	A-	2020/7/20	AA-	2021/6/7	1.898	2	2024/7/23	VARIABLE	153	2020/7/20	2030/7/23	2031/7/23	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,750 	 優先無擔保
				 [NEW-LINE]	 US594918BS26	 微軟	MSFT 3.45 08/08/36	USD	88.146		93.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.221 	23 	T 4 02/15/34	(0.78)			4.16 	4.14 	11.9 	12.4 	Aaa	2016/8/1	AAA	2016/8/1	WD	2023/1/24	3.45	2	2024/8/8	FIXED		2016/8/1	2036/2/8	2036/8/8	C	Sr Unsecured	2000	US	Software	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,749 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US912810SP49	 美國國庫債券	T 1 3/8 08/15/50	USD	51.3 		55.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.156 	2 	T 4 1/4 02/15/54	(1.70)				4.14 		26.4 	Aaa	2020/8/17		#VALUE!	AA+u	2023/8/1	1.375	2	2024/8/15	FIXED				2050/8/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  89,045 	 優先無擔保
				 [NEW-LINE]	 US912810QN19	 美國國庫債券	T 4 3/4 02/15/41	USD	102.7 		107.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.359 	(13)	T 4 1/2 02/15/44	(1.25)				4.14 		16.9 	Aaa	2011/8/2		#VALUE!	AA+u	2023/8/1	4.75	2	2024/8/15	FIXED				2041/2/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  43,005 	 優先無擔保
TSMC	Taiwan Semiconductor Manufactu	NPI	 	 [NEW-LINE]	 USG91139AL26	 TSMC全球有限公司	TAISEM 4 5/8 07/22/32	USD	98.154		103.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.271 	34 	T 4 02/15/34	(0.77)			4.12 	4.13 	8.1 	8.3 	Aa3	2022/7/19	AA-	2022/7/18		#VALUE!	4.625	2	2024/7/22	FIXED		2022/7/19	2032/4/22	2032/7/22	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N									VS	NPI	穩健型	保守型	Y	NPI	保守型	  600 	 優先無擔保
				 [NEW-LINE]	 US639057AJ71	 國民西敏集團公開有限公司	NWG 5.847 03/02/27	USD	99.82420349		104.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.081 						3.32 	4.13 	1.9 	2.9 	A3	2023/3/2	BBB+	2023/4/12	A	2023/3/1	5.847	2	2024/9/2	VARIABLE	135	2023/2/27	2026/3/2	2027/3/2	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
United States of America	United States of America	NPI	 	 [NEW-LINE]	 US912810SN90	 美國國庫債券	T 1 1/4 05/15/50	USD	49.6 		54.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.156 	2 	T 4 1/4 02/15/54	(1.70)				4.13 		26.2 	Aaa	2020/5/18		#VALUE!	AA+u	2023/8/1	1.25	2	2024/5/15	FIXED				2050/5/15	B	Unsecured	100	US	Sovereign	Government	N								Y	US	NPI	穩健型	防禦型	Y	NPI	保守型	  73,567 	 優先無擔保
				 [NEW-LINE]	 US172967LW98	 花旗集團	C 4.075 04/23/29	USD	94.93785095		99.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.173 						4.14 	4.13 	4.1 	5.1 	A3	2019/2/21	BBB+	2018/4/18	A	2018/4/17	4.075	2	2024/4/23	VARIABLE	145.361	2018/4/16	2028/4/23	2029/4/23	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
Mercedes-Benz North America Co	Mercedes-Benz Group AG	NPI	 	 [NEW-LINE]	 US233835AQ08	 梅賽德斯-賓士金融北美有限責	MBGGR 8 1/2 01/18/31	USD	120.4752808		125.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.005 	36 	T 4 02/15/34	(0.59)				4.12 		6.8 	A2	2023/2/24	A	2023/5/5	A	2023/7/27	8.5	2	2024/7/18	FIXED		2001/1/11		2031/1/18	B	Sr Unsecured	1000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,500 	 優先無擔保
				 [NEW-LINE]	 US872898AH40	 TSMC Arizona Corp	TAISEM 4 1/4 04/22/32	USD	95.80821991		100.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.158 	35 	T 4 02/15/34	(0.84)			4.12 	4.12 	7.8 	8.1 	Aa3	2022/4/19	AA-	2022/4/19		#VALUE!	4.25	2	2024/4/22	FIXED		2022/4/19	2032/1/22	2032/4/22	C	Sr Unsecured	200000	TW	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
	HP Inc	NPI	 	 [NEW-LINE]	 US40434LAK17	 惠普公司	HPQ 4 04/15/29	USD	94.52877808		99.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.179 	61 	T 4 1/4 02/28/29	(0.60)			4.12 	4.12 	4.9 	5.1 	Baa2	2022/4/4	BBB	2022/3/29	BBB+	2022/3/29	4	2	2024/4/15	FIXED		2022/3/29	2029/2/15	2029/4/15	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US95000U3A91	 富國銀行	WFC 4.808 07/25/28	USD	97.82028961		102.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.160 						3.93 	4.12 	3.3 	4.3 	A1	2022/7/19	BBB+	2022/7/18	A+	2022/7/19	4.808	2	2024/7/25	VARIABLE	198	2022/7/18	2027/7/25	2028/7/25	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
				 [NEW-LINE]	 USF43628C650	 法國興業銀行股份有限公司	SOCGEN 4 1/4 08/19/26	USD	95.21530151		100.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.079 							4.10 		2.4 	Baa3	2016/8/17	BBB-	2020/5/15	BBB	2020/5/28	4.25	2	2024/8/19	FIXED		2016/8/16		2026/8/19	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
				 [NEW-LINE]	 US06051GKW86	 美國銀行	BAC 4.948 07/22/28	USD	98.48646545		103.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.196 						3.87 	4.10 	3.3 	4.3 	A1	2023/5/3	A-	2022/7/20	AA-	2022/7/22	4.948	2	2024/7/22	VARIABLE	204	2022/7/19	2027/7/22	2028/7/22	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
BMW US Holding Corp	Bayerische Motoren Werke AG	NPI	 	 [NEW-LINE]	 USU09513HY80	 寶馬美國資本有限責任公司	BMW 4.15 04/09/30	USD	95.143		100.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.207 	46 	T 4 1/4 02/28/29	(0.80)			4.09 	4.09 	5.8 	6.1 	A2	2020/6/2	A	2020/4/9		#VALUE!	4.15	2	2024/4/9	FIXED		2020/4/6	2030/1/9	2030/4/9	C	Sr Unsecured	2000	DE	Auto Manufacturers	Consumer, Cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,000 	 優先無擔保
	UnitedHealth Group Inc	NPI	 	 [NEW-LINE]	 US91324PEQ19	 聯合健康集團公司	UNH 5.3 02/15/30	USD	101.2269287		106.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.227 	44 	T 4 1/4 02/28/29	(0.56)			4.06 	4.09 	5.7 	5.9 	A2	2023/7/27	A+	2022/10/25	A	2022/10/25	5.3	2	2024/8/15	FIXED		2022/10/25	2029/12/15	2030/2/15	C	Sr Unsecured	2000	US	Healthcare-Services	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
French Republic	French Republic	NPI	 	 [NEW-LINE]	 USF29416AB40	 法國電力有限責任公司	EDF 5.7 05/23/28	USD	101.1 		106.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.113 	68 	T 4 1/4 02/28/29	(0.46)			4.05 	4.08 	4.1 	4.2 	Baa1	2023/5/19	BBB	2023/5/24	BBB+	2023/5/23	5.7	2	2024/5/23	FIXED		2023/5/17	2028/4/23	2028/5/23	C	Sr Unsecured	200000	FR	Electric	Utilities	N									FR	NPI	穩健型	保守型	Y	NPI	穩健型	  1,000 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RHJ41	 AT&T公司	T 4.35 03/01/29	USD	96.25695801		101.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.081 	59 	T 4 1/4 02/28/29	(0.48)			4.07 	4.08 	4.7 	4.9 	Baa2	2019/2/13	BBB	2019/2/13	BBB+	2021/3/12	4.35	2	2024/9/1	FIXED		2019/2/13	2028/12/1	2029/3/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US084664DA63	 波克夏海瑟威金融公司	BRK 2 7/8 03/15/32	USD	86.89753723		91.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.174 	34 	T 4 02/15/34	(0.53)			4.11 	4.08 	7.7 	8.0 	Aa2	2022/3/7	AA	2022/3/8	A+u	2022/3/18	2.875	2	2024/9/15	FIXED		2022/3/7	2031/12/15	2032/3/15	C	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	保守型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US95000U2D40	 富國銀行	WFC 4.15 01/24/29	USD	95.35694122		100.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.081 						4.07 	4.07 	4.6 	4.8 	A1	2021/7/12	BBB+	2020/7/22	A+	2019/1/17	4.15	2	2024/7/24	FIXED		2019/1/16	2028/10/24	2029/1/24	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
